CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
ASSAULT,10/14/2017 06:51:00 PM,17-053955,BATTERY,17Y,2100 10TH AV,Oakland,CA,"2100 10TH AV
Oakland, CA
(37.796847, -122.243039)"
MOTOR VEHICLE THEFT,11/01/2017 06:20:00 PM,17-057440,VEHICLE THEFT - AUTO,77X,400 STONE ST,Oakland,CA,"400 STONE ST
Oakland, CA
"
THEFT/LARCENY,10/11/2017 02:15:00 PM,17-915996,THEFT,25X,4000 MACARTHUR BOULEVARD,Oakland,CA,"4000 MACARTHUR BOULEVARD
Oakland, CA
(37.79043, -122.197613)"
THEFT/LARCENY,10/04/2017 02:35:00 PM,17-916006,GRAND THEFT,19X,00 EMBARCADERO,Oakland,CA,"00 EMBARCADERO
Oakland, CA
"
ASSAULT,10/14/2017 10:30:00 PM,17-053996,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32Y,10900 MACARTHUR BLVD,Oakland,CA,"10900 MACARTHUR BLVD
Oakland, CA
(37.741066, -122.149096)"
DRUGS/ALCOHOL VIOLATIONS,10/14/2017 03:53:00 PM,17-053940,POSSESS MARIJUANA/HASHISH FOR SALE,13Y,13000 BROADWAY TER,Oakland,CA,"13000 BROADWAY TER
Oakland, CA
(37.842209, -122.214136)"
THEFT/LARCENY,11/03/2017 07:10:00 PM,17-917440,BURGLARY-AUTO,03Y,500 10TH ST,Oakland,CA,"500 10TH ST
Oakland, CA
(37.801958, -122.273972)"
THEFT/LARCENY,10/06/2017 12:45:00 PM,17-916010,GRAND THEFT,31Y,600 HEGENBERGER ROAD,Oakland,CA,"600 HEGENBERGER ROAD
Oakland, CA
(37.744964, -122.195947)"
THEFT/LARCENY,11/03/2017 09:25:00 PM,17-917420,THEFT,12X,4200 TELEGRAPH AVE,Oakland,CA,"4200 TELEGRAPH AVE
Oakland, CA
(37.830858, -122.263995)"
VANDALISM,10/14/2017 03:00:00 PM,17-054009,VANDALISM,21Y,2300 FRUITVALE AV,Oakland,CA,"2300 FRUITVALE AV
Oakland, CA
(37.785457, -122.222072)"
THEFT/LARCENY,10/09/2017 08:15:00 PM,17-915985,BURGLARY-AUTO,16X,3200 LAKESHORE AVE,Oakland,CA,"3200 LAKESHORE AVE
Oakland, CA
(37.810277, -122.245433)"
VANDALISM,10/10/2017 01:15:00 PM,17-915947,VANDALISM,17X,400 E 19TH ST,Oakland,CA,"400 E 19TH ST
Oakland, CA
(37.799746, -122.250006)"
VANDALISM,10/11/2017 11:35:00 AM,17-916014,VANDALISM,33X,1100 92ND AVE,Oakland,CA,"1100 92ND AVE
Oakland, CA
(37.746181, -122.178625)"
MOTOR VEHICLE THEFT,10/14/2017 11:00:00 AM,17-053920,VEHICLE THEFT - AUTO,06X,800 27TH ST,Oakland,CA,"800 27TH ST
Oakland, CA
(37.817555, -122.274243)"
THEFT/LARCENY,10/05/2017 05:10:00 PM,17-916051,THEFT,09X,3900 PIEDMONT AVE,Oakland,CA,"3900 PIEDMONT AVE
Oakland, CA
(37.825044, -122.25421)"
FRAUD,10/01/2017 08:25:00 AM,17-915975,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,08X,500 37TH ST,Oakland,CA,"500 37TH ST
Oakland, CA
(37.825642, -122.265393)"
THEFT/LARCENY,10/12/2017 04:45:00 PM,17-916041,BURGLARY-AUTO,22X,3400 FRUITVALE AVE,Oakland,CA,"3400 FRUITVALE AVE
Oakland, CA
(37.799305, -122.216552)"
THEFT/LARCENY,09/30/2017 06:00:00 PM,17-051401,BURGLARY-AUTO,04X,2100 BROADWAY,Oakland,CA,"2100 BROADWAY
Oakland, CA
(37.810023, -122.267532)"
THEFT/LARCENY,10/08/2017 09:25:00 PM,17-915922,BURGLARY-AUTO,03X,800 WEBSTER ST,Oakland,CA,"800 WEBSTER ST
Oakland, CA
(37.799511, -122.271207)"
THEFT/LARCENY,11/07/2017 06:00:00 PM,17-058642,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,05X,1300 18TH ST,Oakland,CA,"1300 18TH ST
Oakland, CA
(37.812956, -122.287025)"
BURGLARY,10/16/2017 07:52:00 AM,17-054200,BURGLARY-FORCIBLE ENTRY,19X,1900 DENNISON ST,Oakland,CA,"1900 DENNISON ST
Oakland, CA
(37.779326, -122.242539)"
THEFT/LARCENY,10/10/2017 08:45:00 PM,17-915929,BURGLARY-AUTO,35X,9100 GOLF LINKS ROAD,Oakland,CA,"9100 GOLF LINKS ROAD
Oakland, CA
(37.757169, -122.154697)"
VANDALISM,09/28/2017 02:00:00 AM,17-050792,VANDALISM,10X,900 STANFORD AV,Oakland,CA,"900 STANFORD AV
Oakland, CA
(37.844374, -122.275251)"
ASSAULT,10/14/2017 05:08:00 AM,17-053870,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,17Y,2200 14TH AV,Oakland,CA,"2200 14TH AV
Oakland, CA
(37.794444, -122.239034)"
ASSAULT,10/14/2017 08:04:00 PM,17-053965,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,1600 87TH AV,Oakland,CA,"1600 87TH AV
Oakland, CA
(37.752684, -122.173687)"
THEFT/LARCENY,10/11/2017 12:38:00 PM,17-916076,BURGLARY-AUTO,06X,700 29TH ST,Oakland,CA,"700 29TH ST
Oakland, CA
(37.818942, -122.272453)"
THEFT/LARCENY,10/16/2017 08:39:00 AM,17-054221,THEFT,30Y,6900 FOOTHILL BLVD,Oakland,CA,"6900 FOOTHILL BLVD
Oakland, CA
(37.769668, -122.175929)"
MOTOR VEHICLE THEFT,10/05/2017 11:30:00 PM,17-052501,VEHICLE THEFT - AUTO,27Y,2600 64TH AV,Oakland,CA,"2600 64TH AV
Oakland, CA
(37.76943, -122.185939)"
THEFT/LARCENY,10/10/2017 12:28:00 PM,17-915949,THEFT,13X,5600 BROADWAY,Oakland,CA,"5600 BROADWAY
Oakland, CA
(37.84139, -122.248051)"
THEFT/LARCENY,09/28/2017 07:30:00 PM,17-916038,BURGLARY-AUTO,,GRAND AVE,Oakland,CA,"GRAND AVE
Oakland, CA
"
THEFT/LARCENY,11/03/2017 10:30:00 PM,17-917412,BURGLARY-AUTO,02X,19TH ST MARTIN LUTHER KING JR WAY,Oakland,CA,"19TH ST MARTIN LUTHER KING JR WAY
Oakland, CA
"
THEFT/LARCENY,11/03/2017 08:30:00 PM,17-917424,BURGLARY-AUTO,12X,4900 TELEGRAPH AVE,Oakland,CA,"4900 TELEGRAPH AVE
Oakland, CA
(37.836153, -122.262569)"
VANDALISM,10/09/2017 05:55:00 AM,17-915914,VANDALISM,11X,5700 MARTIN LUTHER KING JR W,Oakland,CA,"5700 MARTIN LUTHER KING JR W
Oakland, CA
"
THEFT/LARCENY,10/09/2017 03:00:00 AM,17-915950,BURGLARY-AUTO,21Y,2000 RUTHERFORD ST,Oakland,CA,"2000 RUTHERFORD ST
Oakland, CA
(37.784089, -122.223638)"
ASSAULT,09/29/2017 04:23:00 PM,17-053282,CRUELTY TO ELDER/DEPENDENT ADULT,20X,1400 28TH AV,Oakland,CA,"1400 28TH AV
Oakland, CA
(37.779876, -122.22996)"
ASSAULT,10/15/2017 07:00:00 PM,17-054194,BATTERY,32Y,9900 MACARTHUR BLVD,Oakland,CA,"9900 MACARTHUR BLVD
Oakland, CA
(37.747372, -122.157196)"
THEFT/LARCENY,10/12/2017 08:55:00 AM,17-916070,BURGLARY-AUTO,30Y,6600 FOOTHILL BOULEVARD,Oakland,CA,"6600 FOOTHILL BOULEVARD
Oakland, CA
(37.770371, -122.181392)"
THEFT/LARCENY,10/12/2017 09:45:00 AM,17-916067,BURGLARY-AUTO,02Y,1400 7TH ST,Oakland,CA,"1400 7TH ST
Oakland, CA
(37.805162, -122.293993)"
THEFT/LARCENY,11/04/2017 09:30:00 PM,17-917426,BURGLARY-AUTO,,23RD ST,Oakland,CA,"23RD ST
Oakland, CA
"
THEFT/LARCENY,10/09/2017 07:00:00 PM,17-915973,BURGLARY-AUTO,14Y,3200 GRAND AVE,Oakland,CA,"3200 GRAND AVE
Oakland, CA
(37.811458, -122.247926)"
ROBBERY,10/13/2017 10:30:00 PM,17-053843,CARJACKING WITH FIREARM,35X,9000 GOLF LINKS RD,Oakland,CA,"9000 GOLF LINKS RD
Oakland, CA
(37.757795, -122.155139)"
SEX CRIMES,10/12/2017 05:00:00 PM,17-053595,DISORDERLY CONDUCT:PROSTITUTION,19X,1400 17TH AV,Oakland,CA,"1400 17TH AV
Oakland, CA
(37.787674, -122.243166)"
VANDALISM,10/10/2017 06:00:00 PM,17-916065,VANDALISM,03Y,500 10TH ST,Oakland,CA,"500 10TH ST
Oakland, CA
(37.801958, -122.273972)"
VANDALISM,10/10/2017 05:00:00 PM,17-053385,VANDALISM-$400,04X,1800 HARRISON ST,Oakland,CA,"1800 HARRISON ST
Oakland, CA
(37.806045, -122.26565)"
THEFT/LARCENY,11/03/2017 11:00:00 PM,17-917428,BURGLARY-AUTO,01X,10TH CLAY ST,Oakland,CA,"10TH CLAY ST
Oakland, CA
"
MOTOR VEHICLE THEFT,10/10/2017 04:00:00 PM,17-053875,VEHICLE THEFT - AUTO,15X,2700 COOLIDGE AVE,Oakland,CA,"2700 COOLIDGE AVE
Oakland, CA
(37.789168, -122.216756)"
ASSAULT,10/07/2017 01:46:00 AM,17-052555,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,12Y,5500 TELEGRAPH AV,Oakland,CA,"5500 TELEGRAPH AV
Oakland, CA
(37.840518, -122.261803)"
THEFT/LARCENY,10/09/2017 03:04:00 PM,17-916023,THEFT,32X,1200 100TH AVE,Oakland,CA,"1200 100TH AVE
Oakland, CA
(37.741038, -122.172277)"
THEFT/LARCENY,10/11/2017 10:30:00 PM,17-916068,BURGLARY-AUTO,04X,1900 TELEGRAPH AVE,Oakland,CA,"1900 TELEGRAPH AVE
Oakland, CA
(37.808152, -122.269922)"
VANDALISM,10/13/2017 06:00:00 AM,17-916085,VANDALISM,14X,300 ORANGE ST,Oakland,CA,"300 ORANGE ST
Oakland, CA
(37.815589, -122.257212)"
FRAUD,10/10/2017 12:55:00 PM,17-915954,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,14Y,800 VERMONT ST,Oakland,CA,"800 VERMONT ST
Oakland, CA
(37.813597, -122.245264)"
VANDALISM,10/08/2017 11:30:00 PM,17-915976,VANDALISM,16X,700 ARIMO AVE,Oakland,CA,"700 ARIMO AVE
Oakland, CA
(37.815228, -122.235181)"
THEFT/LARCENY,10/12/2017 06:50:00 AM,17-916073,BURGLARY-AUTO,22Y,4100 REDWOOD ROAD,Oakland,CA,"4100 REDWOOD ROAD
Oakland, CA
(37.79774, -122.183222)"
MOTOR VEHICLE THEFT,10/15/2017 07:30:00 PM,17-054215,VEHICLE THEFT - AUTO,34X,9000 BIRCH ST,Oakland,CA,"9000 BIRCH ST
Oakland, CA
(37.752056, -122.168891)"
THEFT/LARCENY,10/09/2017 11:00:00 PM,17-916011,BURGLARY-AUTO,,TELEGRAPH AVE,Oakland,CA,"TELEGRAPH AVE
Oakland, CA
"
THEFT/LARCENY,11/03/2017 07:30:00 PM,17-917407,BURGLARY-AUTO,01X,500 2ND ST,Oakland,CA,"500 2ND ST
Oakland, CA
(37.796569, -122.277599)"
THEFT/LARCENY,10/10/2017 02:00:00 PM,17-916017,BURGLARY-AUTO,09X,4000 PIEDMONT AVE,Oakland,CA,"4000 PIEDMONT AVE
Oakland, CA
(37.825445, -122.253685)"
ASSAULT,10/12/2017 09:40:00 AM,17-053508,BATTERY,15X,200 E 18TH ST,Oakland,CA,"200 E 18TH ST
Oakland, CA
(37.800206, -122.253258)"
VANDALISM,10/14/2017 04:10:00 AM,17-053865,VANDALISM-$400+,06X,3500 MARKET ST,Oakland,CA,"3500 MARKET ST
Oakland, CA
(37.825743, -122.275147)"
VANDALISM,11/03/2017 07:35:00 PM,17-917422,VANDALISM,,NORTHGATE AVE/ 27TH ST. AVE,Oakland,CA,"NORTHGATE AVE/ 27TH ST. AVE
Oakland, CA
"
MOTOR VEHICLE THEFT,11/08/2017 09:10:00 PM,17-058705,VEHICLE THEFT - AUTO,16X,3900 LAKESHORE AV,Oakland,CA,"3900 LAKESHORE AV
Oakland, CA
(37.8156, -122.237407)"
MOTOR VEHICLE THEFT,11/08/2017 11:55:00 AM,17-058682,VEHICLE THEFT - AUTO,31Z,200 LOUVAINE AV,Oakland,CA,"200 LOUVAINE AV
Oakland, CA
(37.729334, -122.182942)"
THEFT/LARCENY,11/04/2017 11:05:00 AM,17-917437,GRAND THEFT,04X,600 THOMAS L. BERKLEY WAY,Oakland,CA,"600 THOMAS L. BERKLEY WAY
Oakland, CA
(37.809993, -122.272269)"
BURGLARY,10/09/2017 09:40:00 AM,17-915970,BURGLARY-FORCIBLE ENTRY,12X,5000 LAWTON AVE,Oakland,CA,"5000 LAWTON AVE
Oakland, CA
(37.835659, -122.256742)"
THEFT/LARCENY,10/06/2017 11:45:00 PM,17-915900,BURGLARY-AUTO,01X,300 CLAY ST,Oakland,CA,"300 CLAY ST
Oakland, CA
(37.797987, -122.278148)"
ASSAULT,10/16/2017 10:15:00 AM,17-054287,SC BATTERY,27Y,1700 64TH AV,Oakland,CA,"1700 64TH AV
Oakland, CA
(37.764056, -122.194253)"
ASSAULT,09/24/2017 09:00:00 PM,17-050211,BATTERY,18X,1700 16TH AV,Oakland,CA,"1700 16TH AV
Oakland, CA
(37.790859, -122.241806)"
THEFT/LARCENY,10/11/2017 08:00:00 PM,17-053505,BURGLARY-AUTO,13Y,1000 AMITO AV,Oakland,CA,"1000 AMITO AV
Oakland, CA
"
THEFT/LARCENY,10/11/2017 12:45:00 PM,17-916001,THEFT,12X,4300 BROADWAY,Oakland,CA,"4300 BROADWAY
Oakland, CA
(37.831763, -122.253982)"
MOTOR VEHICLE THEFT,10/10/2017 01:43:00 PM,17-053163,VEHICLE THEFT - AUTO,20X,2400 INTERNATIONAL BLVD,Oakland,CA,"2400 INTERNATIONAL BLVD
Oakland, CA
(37.782349, -122.234173)"
BURGLARY,10/12/2017 08:53:00 PM,17-053755,BURGLARY-NO FORCE,01X,00 FRANKLIN ST,Oakland,CA,"00 FRANKLIN ST
Oakland, CA
"
VANDALISM,09/15/2017 06:00:00 AM,17-914517,VANDALISM,33X,1000 83RD AV,Oakland,CA,"1000 83RD AV
Oakland, CA
(37.75152, -122.184688)"
MOTOR VEHICLE THEFT,09/25/2017 04:00:00 PM,17-051305,VEHICLE THEFT - AUTO,19X,1700 EMBARCADERO,Oakland,CA,"1700 EMBARCADERO
Oakland, CA
(37.785863, -122.24564)"
VANDALISM,10/09/2017 02:05:00 PM,17-916003,VANDALISM,08X,2600 TELEGRAPH AVE,Oakland,CA,"2600 TELEGRAPH AVE
Oakland, CA
(37.815778, -122.268012)"
ROBBERY,10/04/2017 10:48:00 PM,17-052122,ROBBERY-FIREARM,17X,700 E 21ST ST,Oakland,CA,"700 E 21ST ST
Oakland, CA
(37.798783, -122.245568)"
VANDALISM,10/02/2017 05:30:00 PM,17-915436,VANDALISM,15X,2000 LAKESHORE AV,Oakland,CA,"2000 LAKESHORE AV
Oakland, CA
(37.804049, -122.252673)"
ASSAULT,10/14/2017 06:46:00 PM,17-053954,ASSAULT WITH FIREARM ON PERSON,27Y,1600 51ST AV,Oakland,CA,"1600 51ST AV
Oakland, CA
(37.770256, -122.207005)"
DRUGS/ALCOHOL VIOLATIONS,10/12/2017 11:42:00 PM,17-053662,POSSESS/PURCHASE COCAINE BASE FOR SALE,34X,8400 INTERNATIONAL BLVD,Oakland,CA,"8400 INTERNATIONAL BLVD
Oakland, CA
(37.754229, -122.17772)"
VANDALISM,11/08/2017 10:45:00 PM,17-058714,VANDALISM,26Y,1100 SEMINARY AV,Oakland,CA,"1100 SEMINARY AV
Oakland, CA
(37.761532, -122.204613)"
VANDALISM,10/09/2017 11:50:00 PM,17-915983,VANDALISM,35Y,7900 MOUNTAIN BOULEVARD,Oakland,CA,"7900 MOUNTAIN BOULEVARD
Oakland, CA
(37.771966, -122.155679)"
VANDALISM,10/09/2017 04:00:00 AM,17-915917,VANDALISM,10Y,5700 ADELINE ST,Oakland,CA,"5700 ADELINE ST
Oakland, CA
(37.841619, -122.274312)"
ASSAULT,10/15/2017 09:05:00 AM,17-054072,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,12X,5000 TELEGRAPH AV,Oakland,CA,"5000 TELEGRAPH AV
Oakland, CA
(37.83653, -122.262463)"
VANDALISM,11/03/2017 08:30:00 PM,17-917419,VANDALISM,15X,300 E 18TH ST,Oakland,CA,"300 E 18TH ST
Oakland, CA
(37.799467, -122.251425)"
ASSAULT,10/15/2017 01:07:00 PM,17-054106,BATTERY,77X,500 JACKSON,Oakland,CA,"500 JACKSON
Oakland, CA
(37.795973, -122.269024)"
ROBBERY,10/10/2017 10:00:00 PM,17-053807,ATTEMPTED ROBBERY-FIREARM,02Y,900 CENTER ST,Oakland,CA,"900 CENTER ST
Oakland, CA
(37.807176, -122.294267)"
MOTOR VEHICLE THEFT,10/11/2017 10:23:00 AM,17-053328,VEHICLE THEFT - AUTO,30X,2200 DASHWOOD AV,Oakland,CA,"2200 DASHWOOD AV
Oakland, CA
(37.761806, -122.178327)"
VANDALISM,10/12/2017 03:25:00 AM,17-916049,VANDALISM,14Y,500 FAIRBANKS AVE,Oakland,CA,"500 FAIRBANKS AVE
Oakland, CA
(37.817278, -122.242924)"
THEFT/LARCENY,10/10/2017 04:30:00 PM,17-916004,BURGLARY-AUTO,28X,5000 MACARTHUR BOULEVARD,Oakland,CA,"5000 MACARTHUR BOULEVARD
Oakland, CA
(37.782665, -122.187921)"
THEFT/LARCENY,11/03/2017 07:45:00 PM,17-917423,BURGLARY-AUTO,08X,300 24TH ST,Oakland,CA,"300 24TH ST
Oakland, CA
(37.812948, -122.262869)"
THEFT/LARCENY,10/11/2017 06:15:00 PM,17-915994,BURGLARY-AUTO,27Y,5700 ELIZABETH ST,Oakland,CA,"5700 ELIZABETH ST
Oakland, CA
(37.770207, -122.195223)"
THEFT/LARCENY,10/14/2017 01:07:00 PM,17-053909,SHOPLIFT,22X,3300 FRUITVALE AV,Oakland,CA,"3300 FRUITVALE AV
Oakland, CA
(37.798748, -122.216742)"
ASSAULT,10/15/2017 08:00:00 PM,17-054146,BATTERY,05X,700 15TH ST,Oakland,CA,"700 15TH ST
Oakland, CA
(37.807153, -122.276219)"
ASSAULT,11/08/2017 04:10:00 AM,17-058568,INFLICT CRPL INJ SP/COHAB,32X,1000 105TH AV,Oakland,CA,"1000 105TH AV
Oakland, CA
(37.736535, -122.1725)"
THEFT/LARCENY,10/13/2017 07:42:00 PM,17-053798,RECEIVE/ETC KNOWN STOLEN PROPERTY,32X,10600 INTERNATIONAL BLVD,Oakland,CA,"10600 INTERNATIONAL BLVD
Oakland, CA
(37.738652, -122.166183)"
THEFT/LARCENY,10/10/2017 08:00:00 PM,17-916035,BURGLARY-AUTO,25X,4000 MACARTHUR BOULEVARD,Oakland,CA,"4000 MACARTHUR BOULEVARD
Oakland, CA
(37.79043, -122.197613)"
BURGLARY,10/12/2017 02:30:00 AM,17-916061,BURGLARY-FORCIBLE ENTRY,33X,8700 D ST,Oakland,CA,"8700 D ST
Oakland, CA
(37.749437, -122.181031)"
MOTOR VEHICLE THEFT,10/15/2017 12:02:00 AM,17-054012,VEHICLE THEFT - AUTO,26Y,800 75TH AV,Oakland,CA,"800 75TH AV
Oakland, CA
(37.753041, -122.194049)"
DISTURBING THE PEACE,09/19/2017 10:00:00 AM,17-915898,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,,00,Oakland,CA,"00
Oakland, CA
"
VANDALISM,10/10/2017 12:00:00 AM,17-915984,VANDALISM,35Y,7900 MOUNTAIN BOULEVARD,Oakland,CA,"7900 MOUNTAIN BOULEVARD
Oakland, CA
(37.771966, -122.155679)"
ROBBERY,11/08/2017 04:40:00 PM,17-058670,ROBBERY-FIREARM,23X,3900 WATTLING ST,Oakland,CA,"3900 WATTLING ST
Oakland, CA
(37.771202, -122.2209)"
THEFT/LARCENY,11/05/2017 04:04:00 PM,17-917434,BURGLARY-AUTO,12X,500 49TH ST,Oakland,CA,"500 49TH ST
Oakland, CA
(37.835756, -122.262788)"
ASSAULT,10/31/2017 12:30:00 PM,17-057357,WILLFUL POISONING/ETC FOOD/ETC,17Y,1000 E 28TH ST,Oakland,CA,"1000 E 28TH ST
Oakland, CA
(37.800562, -122.237318)"
THEFT/LARCENY,10/12/2017 07:15:00 PM,17-916093,BURGLARY-AUTO,01X,200BLK WEBSTER ST,Oakland,CA,"200BLK WEBSTER ST
Oakland, CA
(37.795442, -122.273739)"
MOTOR VEHICLE THEFT,10/14/2017 12:05:00 AM,17-053844,VEHICLE THEFT - AUTO,12X,500 44TH ST,Oakland,CA,"500 44TH ST
Oakland, CA
(37.832324, -122.263177)"
ASSAULT,10/16/2017 06:30:00 PM,17-054371,BATTERY,34X,1900 96TH AV,Oakland,CA,"1900 96TH AV
Oakland, CA
(37.748385, -122.16592)"
BURGLARY,11/07/2017 11:48:00 PM,17-058576,BURGLARY-NO FORCE,03Y,400 8TH ST,Oakland,CA,"400 8TH ST
Oakland, CA
(37.799726, -122.272547)"
BURGLARY,10/05/2017 10:05:00 PM,17-052444,BURGLARY-FORCIBLE ENTRY,04X,200 LAKESIDE DR,Oakland,CA,"200 LAKESIDE DR
Oakland, CA
(37.806134, -122.2628)"
ROBBERY,10/15/2017 12:45:00 PM,17-054100,ROBBERY-OTHER DANGEROUS WEAPON,08X,500 34TH ST,Oakland,CA,"500 34TH ST
Oakland, CA
(37.822537, -122.266497)"
THEFT/LARCENY,10/13/2017 01:10:00 PM,17-916092,THEFT,08X,2900 BROADWAY,Oakland,CA,"2900 BROADWAY
Oakland, CA
(37.817422, -122.26293)"
VANDALISM,10/11/2017 06:30:00 PM,17-916039,VANDALISM,14Y,800 WARFIELD AVE,Oakland,CA,"800 WARFIELD AVE
Oakland, CA
(37.813245, -122.244436)"
THEFT/LARCENY,10/09/2017 08:00:00 PM,17-915948,BURGLARY-AUTO,04X,2200 MARTIN LUTHER KING JR W,Oakland,CA,"2200 MARTIN LUTHER KING JR W
Oakland, CA
"
VANDALISM,10/10/2017 04:50:00 PM,17-915934,VANDALISM,19X,300 E 15TH ST,Oakland,CA,"300 E 15TH ST
Oakland, CA
(37.797874, -122.254569)"
THEFT/LARCENY,10/14/2017 07:00:00 PM,17-054202,THEFT,20X,2500 E 15TH ST,Oakland,CA,"2500 E 15TH ST
Oakland, CA
(37.782903, -122.232919)"
THEFT/LARCENY,10/12/2017 02:00:00 PM,17-916097,THEFT,08X,2900 BROADWAY,Oakland,CA,"2900 BROADWAY
Oakland, CA
(37.817422, -122.26293)"
ASSAULT,10/14/2017 08:45:00 PM,17-054033,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02Y,800 WILLOW ST,Oakland,CA,"800 WILLOW ST
Oakland, CA
(37.80782, -122.300368)"
THEFT/LARCENY,09/29/2017 08:20:00 AM,17-915434,BURGLARY-AUTO,31X,7300 EDGEWATER DR,Oakland,CA,"7300 EDGEWATER DR
Oakland, CA
(37.745757, -122.206424)"
MOTOR VEHICLE THEFT,10/11/2017 09:00:00 AM,17-053906,VEHICLE THEFT - AUTO,19X,1500 E 15TH ST,Oakland,CA,"1500 E 15TH ST
Oakland, CA
(37.789456, -122.243882)"
THEFT/LARCENY,10/12/2017 05:40:00 AM,17-916066,GRAND THEFT,09X,3700 HARRISON ST,Oakland,CA,"3700 HARRISON ST
Oakland, CA
(37.82104, -122.252318)"
MOTOR VEHICLE THEFT,10/10/2017 05:47:00 PM,17-916030,ATTEMPT VEHICLE THEFT-AUTO,14Y,3300 GRAND AVE,Oakland,CA,"3300 GRAND AVE
Oakland, CA
(37.812869, -122.247077)"
THEFT/LARCENY,11/09/2017 12:00:00 PM,17-058831,BURGLARY-AUTO,20X,2500 E 12TH ST,Oakland,CA,"2500 E 12TH ST
Oakland, CA
(37.781048, -122.234151)"
VANDALISM,10/13/2017 05:50:00 PM,17-053782,VANDALISM-$400+,35X,8900 LAWLOR ST,Oakland,CA,"8900 LAWLOR ST
Oakland, CA
(37.757104, -122.159538)"
ASSAULT,10/13/2017 07:51:00 PM,17-053794,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,23X,1700 41ST AV,Oakland,CA,"1700 41ST AV
Oakland, CA
(37.775167, -122.215122)"
ASSAULT,10/23/2017 12:30:00 PM,17-057584,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,19X,800 KENNEDY ST,Oakland,CA,"800 KENNEDY ST
Oakland, CA
(37.777886, -122.237698)"
ASSAULT,11/09/2017 10:00:00 AM,17-058804,ASSAULT,28X,3400 HIGH ST,Oakland,CA,"3400 HIGH ST
Oakland, CA
(37.78614, -122.197109)"
MOTOR VEHICLE THEFT,10/15/2017 11:00:00 PM,17-054162,VEHICLE THEFT - AUTO,15X,700 HILLGIRT CIR,Oakland,CA,"700 HILLGIRT CIR
Oakland, CA
(37.807527, -122.243463)"
ASSAULT,10/14/2017 10:00:00 PM,17-054140,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,77X,6900 LION WY,Oakland,CA,"6900 LION WY
Oakland, CA
(37.756303, -122.197513)"
ASSAULT,10/14/2017 07:57:00 PM,17-053969,BATTERY,30X,8100 INTERNATIONAL BLVD,Oakland,CA,"8100 INTERNATIONAL BLVD
Oakland, CA
(37.756141, -122.180557)"
MOTOR VEHICLE THEFT,10/14/2017 02:18:00 AM,17-053857,VEHICLE THEFT - AUTO,26X,1300 52ND AV,Oakland,CA,"1300 52ND AV
Oakland, CA
(37.7678, -122.207821)"
ASSAULT,10/15/2017 08:25:00 PM,17-054148,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,15X,700 MACARTHUR BLVD,Oakland,CA,"700 MACARTHUR BLVD
Oakland, CA
(37.80875, -122.244682)"
ROBBERY,10/14/2017 12:30:00 AM,17-053855,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",25X,4100 MAYBELLE AVE,Oakland,CA,"4100 MAYBELLE AVE
Oakland, CA
(37.79279, -122.189746)"
THEFT/LARCENY,10/06/2017 07:00:00 PM,17-915906,BURGLARY-AUTO,16Y,3800 GREENWOOD AVE,Oakland,CA,"3800 GREENWOOD AVE
Oakland, CA
(37.804807, -122.228575)"
THEFT/LARCENY,11/03/2017 05:15:00 PM,17-917399,BURGLARY-AUTO,,WEBSTER ST,Oakland,CA,"WEBSTER ST
Oakland, CA
"
THEFT/LARCENY,10/11/2017 10:00:00 AM,17-915995,THEFT,08X,2300 BROADWAY,Oakland,CA,"2300 BROADWAY
Oakland, CA
(37.812446, -122.266048)"
MOTOR VEHICLE THEFT,10/13/2017 05:00:00 PM,17-053879,VEHICLE THEFT - AUTO,26Y,1000 73RD AVENUE,Oakland,CA,"1000 73RD AVENUE
Oakland, CA
(37.755886, -122.192378)"
ASSAULT,10/14/2017 10:15:00 PM,17-053983,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,19X,100 E 12TH ST,Oakland,CA,"100 E 12TH ST
Oakland, CA
(37.79923, -122.263076)"
THEFT/LARCENY,11/03/2017 08:00:00 PM,17-917396,THEFT,04X,400 14TH ST,Oakland,CA,"400 14TH ST
Oakland, CA
(37.803843, -122.269973)"
MOTOR VEHICLE THEFT,10/09/2017 10:00:00 PM,17-915977,ATTEMPT VEHICLE THEFT-AUTO,08X,2400 WEBSTER ST,Oakland,CA,"2400 WEBSTER ST
Oakland, CA
(37.813468, -122.26486)"
